synthetic_id,herb_name,quality_level,collection_date,timestamp,authenticity_score,SS_voltage,Cu_voltage,Zn_voltage,Ag_voltage,Pt_voltage,temperature_c,humidity_percent,ph_value,tds_ppm,uv_intensity,moisture_percent,color_r,color_g,color_b,color_intensity,electrode_sum,electrode_ratio,conductivity,taste_sweet,taste_bitter,taste_pungent,taste_sour,taste_salty,taste_astringent,phyto_alkaloids,phyto_flavonoids,phyto_saponins,phyto_tannins,phyto_glycosides,generation_method,quality_factor,processing_timestamp
SYN-0278,Ashwagandha_Root,low,2025-04-07,2025-04-07T00:00:00,86.9,1.465,1.279,1.662,1.925,1.845,24.5,46.1,7.09,808.0,1.26,13.0,73,132,88,97.7,8.18,1.26,1.238,14,40,31,9,7,43,12.86753680870928,6.172006371930544,24.085879503266312,7.377526704504106,12.672276511812276,advanced_synthetic,0.677,2025-09-26T05:40:23.389266
SYN-0279,Ginger_Fresh,high,2025-07-07,2025-07-07T00:00:00,98.0,1.549,1.177,1.772,2.046,1.949,31.0,85.4,7.69,188.7,4.8,17.8,145,88,109,114.0,8.49,1.26,5.299,33,21,85,37,13,28,2.5069166679583277,6.497245903441783,4.5877742039122005,3.195178999650931,9.657609483778044,advanced_synthetic,1.015,2025-09-26T05:40:23.389327
SYN-0280,Tulsi_Premium,medium,2025-06-14,2025-06-14T00:00:00,98.0,1.055,0.57,1.145,1.629,1.39,32.5,74.2,7.35,1056.1,1.31,24.1,105,120,118,114.3,5.79,1.32,0.947,29,19,55,12,7,38,6.135552166347524,8.433635673310535,9.191861009641107,4.547678801366863,4.453079606134085,advanced_synthetic,0.753,2025-09-26T05:40:23.389388
SYN-0281,Tulsi_Premium,high,2025-03-26,2025-03-26T00:00:00,98.0,1.316,0.798,1.505,2.042,1.795,23.7,49.4,6.34,595.6,5.17,11.3,61,132,102,98.3,7.46,1.36,1.679,37,28,70,19,12,49,11.272350467166259,8.435803037050794,13.74667063761269,5.280652244623965,4.863402646297406,advanced_synthetic,0.936,2025-09-26T05:40:23.389451
SYN-0282,Turmeric_Organic,high,2025-08-16,2025-08-16T00:00:00,98.0,1.696,1.317,1.927,2.197,2.049,35.4,86.3,6.92,1300.9,2.39,12.9,201,182,71,151.3,9.19,1.21,0.769,20,59,81,24,16,38,3.543217667505098,14.490061244076252,6.584223800999438,5.231962491768505,10.094626088791614,advanced_synthetic,0.998,2025-09-26T05:40:23.389512
SYN-0283,Ashwagandha_Root,high,2025-05-30,2025-05-30T00:00:00,98.0,2.203,1.914,2.529,2.961,2.76,30.7,46.1,7.03,911.3,4.78,19.9,131,136,116,127.7,12.37,1.25,1.097,24,70,47,13,18,71,15.651374880199256,9.177888193969427,28.803896636866156,12.008266942288765,21.168730210556333,advanced_synthetic,1.035,2025-09-26T05:40:23.389593
SYN-0284,Turmeric_Organic,medium,2025-07-30,2025-07-30T00:00:00,98.0,1.452,1.128,1.627,1.905,1.776,37.1,72.9,5.05,843.1,4.67,27.4,215,161,83,153.0,7.89,1.22,1.186,23,54,78,25,18,38,4.005253397993741,12.110798663652817,5.609859007077304,4.4653043068658755,8.009147757937216,advanced_synthetic,0.86,2025-09-26T05:40:23.389656
SYN-0285,Ashwagandha_Root,medium,2025-04-16,2025-04-16T00:00:00,88.4,1.899,1.628,2.093,2.447,2.319,22.0,60.8,4.87,1387.9,0.94,20.4,126,93,161,126.7,10.39,1.22,0.721,27,63,45,20,20,66,12.732035499960388,8.052723785585876,20.96740298677288,11.699567168465302,17.188744392735508,advanced_synthetic,0.867,2025-09-26T05:40:23.389722
SYN-0286,Tulsi_Premium,medium,2025-07-09,2025-07-09T00:00:00,93.6,1.259,0.73,1.352,1.898,1.661,29.3,74.9,4.84,1119.1,1.43,8.4,99,121,114,111.3,6.9,1.32,0.894,39,31,68,21,18,51,8.145999981499662,9.934136794329993,11.576591127696105,4.058845499318524,4.231484989395884,advanced_synthetic,0.875,2025-09-26T05:40:23.389784
SYN-0287,Turmeric_Organic,high,2025-05-07,2025-05-07T00:00:00,98.0,1.696,1.33,1.843,2.267,2.09,27.3,53.5,5.23,279.6,4.9,23.1,249,170,90,169.7,9.22,1.23,3.576,28,61,86,27,21,41,4.233797712740625,13.171396170604165,6.780193663871927,4.023912454348577,8.17766369243469,advanced_synthetic,0.994,2025-09-26T05:40:23.389870
SYN-0288,Tulsi_Premium,high,2025-06-20,2025-06-20T00:00:00,98.0,1.481,0.873,1.684,2.217,1.982,28.1,69.3,6.5,853.9,4.28,27.7,85,172,110,122.3,8.24,1.34,1.171,43,32,78,19,15,57,10.433763900713,9.586838477143072,11.395040280186027,6.293380062962373,4.132310535091895,advanced_synthetic,1.049,2025-09-26T05:40:23.389940
SYN-0289,Honey_Wild,high,2025-04-23,2025-04-23T00:00:00,98.0,0.398,0.248,0.316,0.539,0.633,27.4,64.1,4.9,1187.2,0.36,22.1,216,145,119,160.0,2.13,1.59,0.842,88,16,24,20,15,25,1.2371422387725806,1.6477539060603812,0.4609852784019908,1.0013690776395943,0.56646344961825,advanced_synthetic,0.957,2025-09-26T05:40:23.390049
SYN-0290,Ashwagandha_Root,medium,2025-03-10,2025-03-10T00:00:00,91.1,1.734,1.457,1.973,2.257,2.156,23.2,58.8,6.79,511.9,1.35,26.6,154,119,142,138.3,9.58,1.24,1.953,20,54,35,11,15,57,14.798065461880153,6.391708283154488,20.18668851223623,9.361746464998022,14.120411090540632,advanced_synthetic,0.795,2025-09-26T05:40:23.390123
SYN-0291,Ashwagandha_Root,low,2025-03-01,2025-03-01T00:00:00,88.1,1.519,1.316,1.768,2.111,1.964,29.5,53.5,6.51,316.6,1.57,26.4,156,151,142,149.7,8.68,1.29,3.158,20,44,29,8,13,52,15.279685052539236,5.498148977709959,17.96454134198817,8.785447685360461,14.066266320824438,advanced_synthetic,0.728,2025-09-26T05:40:23.390202
SYN-0292,Ginger_Fresh,high,2025-04-24,2025-04-24T00:00:00,98.0,1.407,1.039,1.584,1.917,1.875,30.5,65.5,5.23,237.2,1.65,10.6,80,184,98,120.7,7.82,1.33,4.216,36,27,91,44,19,32,2.4761519018195366,6.422941950294223,4.435449148996557,2.464301271777186,12.440956721244667,advanced_synthetic,0.956,2025-09-26T05:40:23.390271
SYN-0293,Ashwagandha_Root,high,2025-03-26,2025-03-26T00:00:00,98.0,2.183,1.91,2.495,2.9,2.752,25.6,68.0,5.08,1271.5,4.94,27.4,156,155,148,153.0,12.24,1.26,0.786,32,74,50,20,25,80,15.88844887406033,7.9736785495956015,24.57517435052813,12.781411582689723,16.670392378348232,advanced_synthetic,1.025,2025-09-26T05:40:23.390352
SYN-0294,Ginger_Fresh,high,2025-08-20,2025-08-20T00:00:00,98.0,1.53,1.227,1.83,2.101,2.026,36.1,79.0,6.67,195.6,4.3,12.0,87,167,115,123.0,8.71,1.32,5.112,35,25,95,43,17,32,2.50881582276517,7.859876257878249,5.057389355070923,3.2178807171651913,12.972406696010479,advanced_synthetic,1.046,2025-09-26T05:40:23.390417
SYN-0295,Turmeric_Organic,medium,2025-06-04,2025-06-04T00:00:00,91.4,1.305,0.979,1.506,1.714,1.652,30.8,67.5,6.17,521.2,3.83,9.1,209,151,81,147.0,7.16,1.27,1.919,22,45,66,19,14,30,2.854341007188549,9.038365776290227,4.699849264787874,4.100609233830212,7.122349731375708,advanced_synthetic,0.775,2025-09-26T05:40:23.390484
SYN-0296,Turmeric_Organic,high,2025-06-14,2025-06-14T00:00:00,98.0,1.691,1.345,1.915,2.214,2.076,35.4,84.2,7.52,454.5,1.14,11.2,244,184,77,168.3,9.24,1.23,2.2,20,57,81,25,14,34,3.7686230515274026,13.059626973545893,5.307924035881197,4.172619526923039,7.6860109361764515,advanced_synthetic,0.988,2025-09-26T05:40:23.390549
SYN-0297,Turmeric_Organic,medium,2025-07-08,2025-07-08T00:00:00,98.0,1.319,1.058,1.57,1.845,1.672,35.4,87.5,6.19,889.0,2.38,15.5,211,196,60,155.7,7.46,1.27,1.125,19,48,67,21,17,33,2.6467081529086953,10.567769753410909,4.20533666814951,3.50100240556009,5.933651687274325,advanced_synthetic,0.813,2025-09-26T05:40:23.390613
SYN-0298,Honey_Wild,high,2025-03-03,2025-03-03T00:00:00,98.0,0.38,0.287,0.359,0.574,0.671,29.8,66.9,5.88,1117.4,4.69,16.4,212,146,99,152.3,2.27,1.76,0.895,91,16,21,17,13,24,1.3111284340726348,2.332554161933831,0.6415092782963896,0.7498958639153143,0.48901585456063,advanced_synthetic,1.021,2025-09-26T05:40:23.390677
SYN-0299,Tulsi_Premium,high,2025-04-24,2025-04-24T00:00:00,98.0,1.511,0.902,1.682,2.336,2.037,22.5,57.6,7.05,249.9,4.28,26.6,109,125,127,120.3,8.47,1.35,4.002,41,30,79,21,15,58,11.885160386071492,12.595698982938941,14.913510089407287,6.15245441044466,4.753624998175802,advanced_synthetic,1.073,2025-09-26T05:40:23.390742
SYN-0300,Ashwagandha_Root,medium,2025-06-10,2025-06-10T00:00:00,84.9,1.917,1.551,2.112,2.472,2.321,35.3,83.6,6.93,1205.7,1.17,27.1,182,92,148,140.7,10.37,1.21,0.829,21,55,38,13,18,61,14.767763314110312,6.852401896783903,26.09406829084672,12.652660022234569,13.12875733773151,advanced_synthetic,0.87,2025-09-26T05:40:23.390804
SYN-0301,Turmeric_Organic,low,2025-05-14,2025-05-14T00:00:00,88.4,1.245,1.009,1.408,1.7,1.541,25.4,61.7,6.65,825.7,3.82,8.4,225,183,62,156.7,6.9,1.24,1.211,18,43,57,15,14,28,2.871795515382461,10.383213709886899,4.835962571804504,2.7036185174533576,7.846884782124454,advanced_synthetic,0.738,2025-09-26T05:40:23.390869
SYN-0302,Tulsi_Premium,high,2025-07-16,2025-07-16T00:00:00,98.0,1.337,0.786,1.498,2.057,1.772,34.7,86.9,5.02,180.7,1.7,18.9,97,139,69,101.7,7.45,1.32,5.535,43,31,76,24,16,57,12.326818302696887,8.63602210073479,13.674546268166354,4.891945063269241,4.744937869679983,advanced_synthetic,0.962,2025-09-26T05:40:23.390958
SYN-0303,Ashwagandha_Root,medium,2025-07-27,2025-07-27T00:00:00,98.0,1.958,1.652,2.17,2.541,2.436,29.1,82.9,5.32,1126.7,3.09,15.8,135,188,142,155.0,10.76,1.24,0.888,27,64,48,17,22,68,11.97047270211048,7.052902200486509,18.7945461186952,10.061616193504952,14.805694127170078,advanced_synthetic,0.901,2025-09-26T05:40:23.391033
SYN-0304,Ginger_Fresh,high,2025-05-09,2025-05-09T00:00:00,98.0,1.556,1.222,1.819,2.129,1.974,29.1,58.7,5.46,286.1,0.73,24.9,121,90,124,111.7,8.7,1.27,3.496,39,27,96,42,18,31,2.5282211121362645,8.790302090929947,4.795583459111326,2.915595269551549,12.597860328604979,advanced_synthetic,1.04,2025-09-26T05:40:23.391101
SYN-0305,Ashwagandha_Root,high,2025-04-06,2025-04-06T00:00:00,98.0,2.262,1.987,2.553,3.006,2.831,24.7,54.2,5.29,602.6,5.17,26.1,192,153,60,135.0,12.64,1.25,1.66,30,71,54,23,26,80,16.615514409393814,11.04547908044437,23.321937275523858,10.665075295068595,20.352874347298005,advanced_synthetic,1.046,2025-09-26T05:40:23.391166
SYN-0306,Tulsi_Premium,high,2025-07-06,2025-07-06T00:00:00,98.0,1.298,0.769,1.514,2.007,1.753,34.2,83.8,7.21,277.2,1.27,26.7,79,135,93,102.3,7.34,1.35,3.608,35,25,67,16,11,49,8.385281251014831,8.467474384206474,12.626102322441634,4.733599498990566,5.361117992666286,advanced_synthetic,0.94,2025-09-26T05:40:23.391235
SYN-0307,Ashwagandha_Root,low,2025-07-01,2025-07-01T00:00:00,86.3,1.318,1.105,1.473,1.762,1.616,35.7,83.2,7.43,802.2,3.38,25.7,134,186,103,141.0,7.27,1.23,1.247,14,37,25,5,11,39,9.353770465475353,7.360185520568196,16.863372683656646,9.926635737914864,11.093883939190842,advanced_synthetic,0.608,2025-09-26T05:40:23.391301
SYN-0308,Tulsi_Premium,high,2025-04-29,2025-04-29T00:00:00,98.0,1.398,0.788,1.541,2.056,1.857,27.5,50.2,6.18,317.7,1.1,24.5,88,102,97,95.7,7.64,1.33,3.148,39,31,71,21,13,53,10.949244929021178,7.612767154067567,15.152707735865244,6.226792794154322,5.158434509717344,advanced_synthetic,0.976,2025-09-26T05:40:23.391362
SYN-0309,Honey_Wild,high,2025-03-21,2025-03-21T00:00:00,94.5,0.421,0.286,0.33,0.591,0.697,25.6,68.0,8.17,509.5,5.4,13.4,190,164,109,154.3,2.33,1.65,1.963,84,7,17,13,6,18,1.0530338046172518,2.4059109861250847,0.6375811051883633,0.8849947044222383,0.5760129470141865,advanced_synthetic,1.003,2025-09-26T05:40:23.391425
SYN-0310,Ginger_Fresh,high,2025-07-17,2025-07-17T00:00:00,98.0,1.455,1.105,1.724,2.044,1.898,38.0,67.6,7.27,875.7,3.84,24.2,149,143,119,137.0,8.23,1.3,1.142,31,22,87,35,14,29,2.3120474321204374,6.982267571491527,5.0840385772425325,3.0327430097701584,12.820249835862315,advanced_synthetic,0.997,2025-09-26T05:40:23.391492
SYN-0311,Ashwagandha_Root,low,2025-05-12,2025-05-12T00:00:00,82.5,1.557,1.288,1.708,2.058,1.931,31.3,61.4,4.89,805.7,2.94,16.2,102,116,98,105.3,8.54,1.24,1.241,20,49,39,15,19,52,11.103062936494942,7.9441872473615005,20.21134378157841,8.253118658202018,11.892994027391177,advanced_synthetic,0.722,2025-09-26T05:40:23.391560
SYN-0312,Turmeric_Organic,low,2025-05-22,2025-05-22T00:00:00,90.8,1.231,0.96,1.361,1.603,1.459,25.8,52.9,6.52,446.9,5.19,9.1,203,194,96,164.3,6.61,1.19,2.238,13,40,57,18,10,27,2.969111073822342,10.11225165960066,5.017405432909897,3.6312284726240485,5.498322481482925,advanced_synthetic,0.713,2025-09-26T05:40:23.391623
SYN-0313,Tulsi_Premium,high,2025-04-29,2025-04-29T00:00:00,98.0,1.439,0.84,1.543,2.097,1.874,27.5,49.2,6.42,178.5,4.43,27.7,109,175,84,122.7,7.79,1.3,5.603,39,30,76,17,15,52,12.427951667283685,12.787758665930042,14.787209479192148,6.512402946937539,4.423215681657724,advanced_synthetic,0.998,2025-09-26T05:40:23.391696
SYN-0314,Ashwagandha_Root,medium,2025-03-16,2025-03-16T00:00:00,97.6,1.975,1.64,2.186,2.536,2.362,26.4,60.9,7.4,1029.5,2.91,17.1,163,155,143,153.7,10.7,1.2,0.971,20,56,38,11,17,63,13.994540717898941,7.242625813380598,22.734999032738873,11.979577746656023,19.896721837195415,advanced_synthetic,0.892,2025-09-26T05:40:23.391755
SYN-0315,Ashwagandha_Root,low,2025-08-24,2025-08-24T00:00:00,87.9,1.483,1.197,1.634,1.9,1.747,33.4,67.7,8.03,285.0,5.03,10.5,151,180,75,135.3,7.96,1.18,3.509,15,36,26,6,5,44,12.04681442196789,5.649822286268759,17.38121370250632,8.774132507510858,14.325746259148648,advanced_synthetic,0.668,2025-09-26T05:40:23.391812
SYN-0316,Turmeric_Organic,high,2025-06-27,2025-06-27T00:00:00,98.0,1.793,1.423,2.045,2.389,2.185,29.1,77.0,7.23,1055.0,4.06,27.4,209,158,98,155.0,9.84,1.22,0.948,22,63,85,26,17,38,4.046082656284252,12.176884766157764,6.095994366365712,4.842446200807617,10.44673437515275,advanced_synthetic,1.074,2025-09-26T05:40:23.391872
SYN-0317,Honey_Wild,high,2025-03-09,2025-03-09T00:00:00,98.0,0.423,0.24,0.327,0.519,0.633,28.4,62.4,6.64,1316.3,0.93,9.0,215,163,88,155.3,2.14,1.5,0.76,82,10,19,13,13,21,0.946496879501062,2.3093335563997672,0.47215447333777116,0.7556819041035,0.4777891098809849,advanced_synthetic,0.929,2025-09-26T05:40:23.391960
SYN-0318,Ginger_Fresh,high,2025-04-29,2025-04-29T00:00:00,98.0,1.385,1.102,1.655,1.955,1.861,24.6,65.0,7.22,765.3,2.67,12.7,196,178,178,184.0,7.96,1.34,1.307,32,20,82,37,15,27,2.3328049307761636,8.39899429684365,4.2811680228691795,2.902612944669006,12.569250962694575,advanced_synthetic,0.958,2025-09-26T05:40:23.392030
SYN-0319,Ashwagandha_Root,medium,2025-04-24,2025-04-24T00:00:00,97.6,1.759,1.453,1.977,2.371,2.155,29.3,65.7,6.34,1195.8,0.33,8.2,88,110,84,94.0,9.71,1.23,0.836,22,53,36,14,18,61,13.334149461627105,7.073796322854275,23.153122222234416,10.18593805080701,17.252447972404653,advanced_synthetic,0.816,2025-09-26T05:40:23.392093
SYN-0320,Honey_Wild,high,2025-07-01,2025-07-01T00:00:00,98.0,0.401,0.273,0.362,0.555,0.613,34.8,66.3,5.88,530.3,4.25,13.8,185,188,90,154.3,2.21,1.53,1.886,84,13,23,15,13,21,1.2991435509667157,1.9663074072756377,0.6617932501495395,0.8224024218704343,0.5491233353881995,advanced_synthetic,0.968,2025-09-26T05:40:23.392154
SYN-0321,Turmeric_Organic,high,2025-08-13,2025-08-13T00:00:00,98.0,1.633,1.312,1.869,2.15,2.027,33.7,80.7,5.61,700.1,1.2,10.3,243,157,90,163.3,8.99,1.24,1.428,28,62,86,26,21,38,3.5882880834312094,12.645928908289191,5.565252735397295,4.353988684767767,9.126199525316984,advanced_synthetic,0.981,2025-09-26T05:40:23.392217
SYN-0322,Tulsi_Premium,high,2025-08-27,2025-08-27T00:00:00,98.0,1.469,0.854,1.637,2.205,1.91,30.9,79.1,6.48,1197.6,1.12,13.5,64,138,72,91.3,8.08,1.3,0.835,42,29,79,18,12,55,11.912401456176992,11.084466677419602,14.903996321809682,6.676787315291709,4.5106762329873,advanced_synthetic,1.042,2025-09-26T05:40:23.392279
SYN-0323,Ashwagandha_Root,high,2025-06-06,2025-06-06T00:00:00,98.0,2.078,1.723,2.269,2.702,2.541,31.8,76.0,6.5,1087.4,5.08,15.4,158,96,172,142.0,11.31,1.22,0.92,26,61,43,14,18,65,15.690702608602255,8.01070438370039,23.88961832727368,9.856524088937853,16.16494149511838,advanced_synthetic,0.942,2025-09-26T05:40:23.392343
SYN-0324,Ginger_Fresh,high,2025-03-08,2025-03-08T00:00:00,98.0,1.435,1.152,1.721,1.986,1.957,25.0,69.0,7.57,285.3,3.97,25.9,99,120,170,129.7,8.25,1.36,3.505,29,20,84,36,11,27,2.1134098789245095,6.350934638729145,4.282613542151544,3.7425495638210102,15.589449222321313,advanced_synthetic,0.969,2025-09-26T05:40:23.392399
SYN-0325,Ashwagandha_Root,high,2025-06-02,2025-06-02T00:00:00,98.0,2.136,1.848,2.385,2.824,2.643,32.5,83.1,6.5,1303.8,2.49,15.4,121,145,108,124.7,11.84,1.24,0.767,25,68,46,17,18,72,13.62832003036446,10.062642866615894,28.04444865791035,9.593473282383846,20.791597867887933,advanced_synthetic,0.999,2025-09-26T05:40:23.392459
SYN-0326,Tulsi_Premium,high,2025-03-28,2025-03-28T00:00:00,98.0,1.397,0.826,1.562,2.159,1.861,31.0,67.4,7.65,1337.8,2.49,23.7,97,120,116,111.0,7.81,1.33,0.747,38,26,69,16,9,51,9.324634284917321,11.891268820242452,13.020209795550002,5.156292134557101,4.095095654393315,advanced_synthetic,1.001,2025-09-26T05:40:23.392519
SYN-0327,Honey_Wild,high,2025-07-14,2025-07-14T00:00:00,98.0,0.423,0.303,0.352,0.634,0.706,34.7,70.2,7.78,165.1,1.93,14.8,200,176,125,167.0,2.42,1.67,6.058,87,9,17,11,6,18,1.416775157281446,2.842722082785712,0.7138993496073998,0.7836196301127304,0.5604104466250076,advanced_synthetic,1.074,2025-09-26T05:40:23.392576
SYN-0328,Honey_Wild,high,2025-04-10,2025-04-10T00:00:00,98.0,0.412,0.253,0.363,0.557,0.637,22.9,67.1,8.13,1104.2,2.98,9.7,197,176,129,167.3,2.22,1.54,0.906,77,6,15,10,6,16,1.1536862937812649,2.166742839943513,0.5484560961360059,0.8547527149525821,0.5174673884156897,advanced_synthetic,0.935,2025-09-26T05:40:23.392635
SYN-0329,Tulsi_Premium,high,2025-07-01,2025-07-01T00:00:00,98.0,1.323,0.788,1.523,2.043,1.777,28.3,67.7,5.04,737.4,1.03,22.9,70,112,60,80.7,7.45,1.34,1.356,44,31,73,21,20,54,9.684545956835738,8.428660608233812,12.571894182845186,6.177122133110252,3.7405499281769554,advanced_synthetic,0.958,2025-09-26T05:40:23.392700
SYN-0330,Honey_Wild,high,2025-05-12,2025-05-12T00:00:00,98.0,0.439,0.293,0.392,0.627,0.71,24.9,63.6,5.69,722.2,4.93,22.7,216,155,91,154.0,2.46,1.62,1.385,96,15,23,18,16,23,1.019098426525928,2.305862378613806,0.6660609914544756,0.7699413672871801,0.5021042984602321,advanced_synthetic,1.054,2025-09-26T05:40:23.392759
SYN-0331,Ashwagandha_Root,low,2025-03-25,2025-03-25T00:00:00,79.7,1.476,1.195,1.569,1.884,1.733,25.8,69.9,5.63,268.1,2.12,19.8,180,138,60,126.0,7.86,1.17,3.73,20,46,34,11,15,47,12.713029531051031,6.047362095157332,17.287680517003285,7.287673001198295,10.537655393072502,advanced_synthetic,0.66,2025-09-26T05:40:23.392817
SYN-0332,Turmeric_Organic,high,2025-05-04,2025-05-04T00:00:00,98.0,1.742,1.428,2.055,2.365,2.184,30.5,49.8,6.33,1051.3,1.2,25.2,227,187,92,168.7,9.77,1.25,0.951,26,63,90,27,19,39,4.361375790957002,16.55435400774084,6.6886741461891255,4.701967087422091,9.243695962358794,advanced_synthetic,1.062,2025-09-26T05:40:23.392958
SYN-0333,Turmeric_Organic,high,2025-04-19,2025-04-19T00:00:00,98.0,1.602,1.259,1.798,2.126,1.988,25.3,62.6,7.23,346.4,3.36,21.1,226,197,66,163.0,8.77,1.24,2.887,21,54,76,23,16,35,3.353200555971242,11.267010948120525,5.349263755149905,4.187999970436799,7.538703415696455,advanced_synthetic,0.939,2025-09-26T05:40:23.393057
SYN-0334,Turmeric_Organic,low,2025-05-26,2025-05-26T00:00:00,91.5,1.139,0.939,1.291,1.49,1.428,24.4,61.0,5.64,920.3,3.16,13.7,209,194,65,156.0,6.29,1.25,1.087,20,40,60,15,11,28,2.328737632278741,10.035451362864485,3.854798572701741,2.501765569257468,6.689830794574493,advanced_synthetic,0.675,2025-09-26T05:40:23.393120
SYN-0335,Ashwagandha_Root,high,2025-03-28,2025-03-28T00:00:00,98.0,2.06,1.754,2.261,2.719,2.504,24.1,54.9,8.19,987.8,4.84,23.8,177,113,136,142.0,11.3,1.22,1.012,19,59,36,13,16,61,15.123441127446005,10.864417787864722,25.705645699859865,8.4624474089568,15.38954460686027,advanced_synthetic,0.943,2025-09-26T05:40:23.393195
SYN-0336,Turmeric_Organic,medium,2025-06-29,2025-06-29T00:00:00,98.0,1.402,1.124,1.641,1.876,1.741,36.3,80.4,7.73,1039.9,5.22,8.6,232,159,100,163.7,7.78,1.24,0.962,18,46,68,18,13,28,4.087327352188431,11.032484575795557,5.001499744833331,3.8221095360386586,7.932055679238577,advanced_synthetic,0.846,2025-09-26T05:40:23.393254
SYN-0337,Tulsi_Premium,high,2025-06-26,2025-06-26T00:00:00,98.0,1.411,0.78,1.55,2.047,1.821,31.1,88.9,6.59,773.3,4.61,13.2,52,155,95,100.7,7.61,1.29,1.293,37,31,69,20,15,53,9.739692877040534,11.03368937348457,11.234475659862573,5.585335732710976,3.834487998395529,advanced_synthetic,0.975,2025-09-26T05:40:23.393311
SYN-0338,Ginger_Fresh,medium,2025-07-15,2025-07-15T00:00:00,98.0,1.329,1.006,1.595,1.891,1.772,35.4,82.6,5.07,903.3,3.51,9.3,194,190,125,169.7,7.59,1.33,1.107,37,26,88,41,21,33,2.4435969040443792,5.71167233571555,4.5656996482878265,2.659171585887711,9.270464995144419,advanced_synthetic,0.91,2025-09-26T05:40:23.393392
SYN-0339,Ginger_Fresh,high,2025-08-27,2025-08-27T00:00:00,98.0,1.361,1.045,1.591,1.874,1.805,31.7,84.2,6.72,1277.2,5.3,8.0,137,155,143,145.0,7.68,1.33,0.783,29,21,84,39,16,28,1.7422923988235581,6.13496116237702,5.404867368826218,2.9843900332120947,13.740562682026473,advanced_synthetic,0.932,2025-09-26T05:40:23.393453
SYN-0340,Ashwagandha_Root,high,2025-04-28,2025-04-28T00:00:00,98.0,2.168,1.807,2.423,2.858,2.658,28.4,65.8,5.39,740.0,3.98,8.1,198,191,108,165.7,11.91,1.23,1.351,30,70,49,18,24,77,14.97392981430309,8.25390224923145,20.424230408985,12.848849132579627,19.31983196778585,advanced_synthetic,1.002,2025-09-26T05:40:23.393514
SYN-0341,Ashwagandha_Root,high,2025-04-01,2025-04-01T00:00:00,98.0,2.094,1.778,2.263,2.701,2.58,25.2,68.6,7.58,173.1,3.95,12.9,120,128,71,106.3,11.41,1.23,5.777,21,61,43,15,16,65,12.924976749277732,7.577215285679568,23.158016443005916,12.320522483961375,15.349836389657163,advanced_synthetic,0.955,2025-09-26T05:40:23.393589
SYN-0342,Honey_Wild,medium,2025-03-27,2025-03-27T00:00:00,92.0,0.32,0.162,0.27,0.456,0.559,27.8,61.0,7.58,259.6,4.52,9.0,217,152,113,160.7,1.77,1.74,3.853,65,10,13,10,6,12,0.6906563164805334,2.292900685299445,0.5319579292774792,0.5213992685887427,0.4060617036656039,advanced_synthetic,0.789,2025-09-26T05:40:23.393649
SYN-0343,Turmeric_Organic,medium,2025-04-03,2025-04-03T00:00:00,88.6,1.228,1.07,1.442,1.711,1.562,31.5,51.5,8.19,982.9,5.03,27.6,211,169,87,155.7,7.01,1.27,1.017,15,42,61,17,8,22,2.762527556607415,8.297821636350028,4.476187057948286,3.14735017773558,7.818491838142916,advanced_synthetic,0.768,2025-09-26T05:40:23.393708
SYN-0344,Honey_Wild,medium,2025-07-13,2025-07-13T00:00:00,94.5,0.308,0.208,0.279,0.479,0.554,34.0,87.6,5.58,744.8,0.45,8.6,229,177,81,162.3,1.83,1.8,1.343,69,14,21,15,12,21,1.0200837638770595,2.1697906995411667,0.4307710940758979,0.7152835319378739,0.3470436551900461,advanced_synthetic,0.786,2025-09-26T05:40:23.393788
SYN-0345,Honey_Wild,high,2025-03-31,2025-03-31T00:00:00,98.0,0.442,0.272,0.341,0.584,0.636,24.2,53.8,6.35,1333.9,0.33,9.0,224,167,123,171.3,2.27,1.44,0.75,87,13,17,15,11,19,1.1379453848415204,1.887369188065473,0.5515417982413373,0.906086450642848,0.603224367362645,advanced_synthetic,0.97,2025-09-26T05:40:23.393849
SYN-0346,Ashwagandha_Root,high,2025-04-28,2025-04-28T00:00:00,98.0,2.036,1.714,2.242,2.682,2.49,23.0,68.5,5.44,1305.2,1.73,19.8,105,87,124,105.3,11.17,1.22,0.766,30,64,47,20,23,70,13.701710799817096,7.648272926348185,20.77006805123548,8.563888338774722,14.559204277189485,advanced_synthetic,0.929,2025-09-26T05:40:23.393911
SYN-0347,Tulsi_Premium,medium,2025-05-23,2025-05-23T00:00:00,90.1,1.195,0.725,1.428,1.871,1.606,22.7,69.7,7.01,657.5,4.56,16.0,116,145,107,122.7,6.83,1.34,1.521,34,23,64,14,9,44,10.415248884838714,7.841989643751478,10.267025245712235,5.621449885666151,3.75039056190769,advanced_synthetic,0.879,2025-09-26T05:40:23.394006
SYN-0348,Tulsi_Premium,high,2025-04-14,2025-04-14T00:00:00,98.0,1.383,0.799,1.567,2.077,1.855,29.8,46.8,6.97,902.1,2.33,16.6,104,157,120,127.0,7.68,1.34,1.109,35,27,70,18,12,49,12.577660284059402,12.021850497927733,11.214330724086107,4.928286538951516,4.22268061056653,advanced_synthetic,0.972,2025-09-26T05:40:23.394083
