synthetic_id,base_herb,generation_method,timestamp,environmental_conditions,SS_voltage,Cu_voltage,Zn_voltage,Ag_voltage,Pt_voltage,ph_value,tds_ppm,uv_intensity,moisture_percent,color_rgb,taste_sweet,taste_bitter,taste_pungent,taste_sour,taste_salty,taste_astringent,phyto_alkaloids,phyto_flavonoids,phyto_saponins,phyto_tannins,phyto_glycosides,synthetic_quality_score,augmentation_params
SYN-0136,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2025-08-18T05:12:22.580999,"{'temperature': 22.7, 'humidity': 72.2, 'season': 'winter', 'processing_method': 'traditional'}",1.654956921960878,1.4350697386781432,2.0623061518321024,2.3186137658148014,2.064278354995687,5.84,240.0,1.71,11.9,"[197, 253, 60]",27,50,80,17,15,24,3.662369121220256,15.404595832764228,5.721715575969446,4.617677671997665,7.607620325300726,98.0,"{'noise_factor': 0.027852860065148914, 'extraction_efficiency': 0.8771781189369838, 'temperature_drift': -0.03541914242223047}"
SYN-0137,Synthetic_Neem_Purified,gaussian_noise_augmentation,2025-03-09T05:12:22.581094,"{'temperature': 31.5, 'humidity': 59.6, 'season': 'summer', 'processing_method': 'traditional'}",2.40477522056004,2.169261471022392,2.7518526076985714,3.221294344267712,3.0343437013759087,5.6,498.8,2.68,20.5,"[188, 118, 166]",18,92,30,23,16,82,8.657935470420641,18.01069990408809,24.836939727442076,20.511540084493646,12.086066445623226,98.0,"{'noise_factor': 0.04247134381008941, 'extraction_efficiency': 0.9963398130857724, 'temperature_drift': 0.0349460683886943}"
SYN-0138,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2025-09-13T05:12:22.581151,"{'temperature': 35.3, 'humidity': 51.1, 'season': 'summer', 'processing_method': 'commercial'}",1.743213504420095,1.4085880817863607,1.9417859751297701,2.2366031628804186,2.12590939243745,6.3,558.9,2.02,13.7,"[99, 151, 134]",23,53,96,21,9,34,4.079751767704067,16.406748526069386,8.82359319157916,6.483061772246391,12.895197533620381,77.2,"{'noise_factor': 0.03830017731432576, 'extraction_efficiency': 1.2576611058906955, 'temperature_drift': -0.005120044367945456}"
SYN-0139,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2025-06-02T05:12:22.581209,"{'temperature': 28.5, 'humidity': 75.3, 'season': 'monsoon', 'processing_method': 'traditional'}",1.7436055674386575,1.2934721908591569,1.9002028370348873,2.272890448562169,2.1631373978484043,6.15,768.4,3.01,14.7,"[253, 208, 152]",21,45,93,18,12,31,5.8832589177051675,18.70580795276506,8.258393498177627,5.169339839098675,9.120267690778611,98.0,"{'noise_factor': 0.07682656979668954, 'extraction_efficiency': 1.1083985005229482, 'temperature_drift': 0.03226296655973782}"
SYN-0140,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2025-05-07T05:12:22.581263,"{'temperature': 29.9, 'humidity': 86.2, 'season': 'monsoon', 'processing_method': 'traditional'}",2.204720540894378,2.063457184151828,2.4136581345219623,3.089144240153956,2.7782786615733035,6.43,986.2,3.36,21.2,"[154, 168, 116]",23,58,37,14,18,82,17.72868478085724,8.564692082226461,29.192915079007296,14.911161056538548,16.557563931640182,82.3,"{'noise_factor': 0.07626765555845123, 'extraction_efficiency': 1.0392946455032537, 'temperature_drift': -0.01093707086158968}"
SYN-0141,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-06-02T05:12:22.581324,"{'temperature': 16.9, 'humidity': 58.4, 'season': 'winter', 'processing_method': 'modern'}",1.3090138798122408,0.8814368591856023,1.5943303797021975,2.229638063077845,1.8953541195181656,7.9,698.1,2.89,23.1,"[89, 169, 222]",42,29,77,23,12,44,10.797417995266741,10.371427231847582,10.379885631562805,4.985970171008362,4.848301097495362,98.0,"{'noise_factor': 0.030440500216889026, 'extraction_efficiency': 0.95092932883676, 'temperature_drift': 0.0043517391023593695}"
SYN-0142,Synthetic_Neem_Purified,gaussian_noise_augmentation,2025-03-13T05:12:22.581378,"{'temperature': 18.8, 'humidity': 69.2, 'season': 'winter', 'processing_method': 'organic'}",2.4116808387873365,2.1876984531170875,2.9372277474492012,3.252203432349125,2.9930145075786108,7.32,1034.7,2.86,16.4,"[197, 58, 135]",18,81,37,24,22,68,12.056978405785104,22.083662539825134,26.704817143676202,26.386436074949515,15.430524851851757,98.0,"{'noise_factor': 0.06304082035608229, 'extraction_efficiency': 1.2328992004445327, 'temperature_drift': -0.020590037408169677}"
SYN-0143,Synthetic_Neem_Purified,gaussian_noise_augmentation,2024-11-15T05:12:22.581434,"{'temperature': 30.7, 'humidity': 64.7, 'season': 'summer', 'processing_method': 'traditional'}",2.5513125751784824,2.1760244753725515,2.81651728702457,3.084949587079751,2.9965566418067406,6.03,881.8,0.63,19.8,"[247, 114, 115]",20,88,43,20,14,72,12.025598717528286,14.326022592625439,25.332230336555398,21.89136170901937,12.823846409513985,98.0,"{'noise_factor': 0.062317894964941084, 'extraction_efficiency': 1.202857805163825, 'temperature_drift': -0.025268359431419512}"
SYN-0144,Synthetic_Neem_Purified,gaussian_noise_augmentation,2025-01-14T05:12:22.581491,"{'temperature': 27.5, 'humidity': 71.9, 'season': 'winter', 'processing_method': 'traditional'}",2.5142452299008387,2.1522353659022553,2.864897526595493,3.1977856491909633,3.0503891327082395,5.59,742.9,2.95,15.3,"[80, 212, 238]",18,78,35,23,19,75,7.252334647597104,14.92958285562563,12.888119051381512,23.117716585483603,12.68205675646561,98.0,"{'noise_factor': 0.06063159359917246, 'extraction_efficiency': 0.866297533356887, 'temperature_drift': 0.004722289129049846}"
SYN-0145,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-07-20T05:12:22.581544,"{'temperature': 17.0, 'humidity': 67.3, 'season': 'winter', 'processing_method': 'modern'}",1.3112026481097296,0.9204621416936928,1.646614928206199,2.2978207042102423,1.9033363006818231,7.45,499.6,2.71,19.8,"[236, 239, 75]",46,40,78,23,10,42,7.402009328336504,7.36213598406209,8.024848908419889,4.946203271735084,4.060211223883134,98.0,"{'noise_factor': 0.029328087610440805, 'extraction_efficiency': 0.814303106298023, 'temperature_drift': 0.00854296705907048}"
SYN-0146,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2024-10-10T05:12:22.581600,"{'temperature': 35.5, 'humidity': 45.0, 'season': 'summer', 'processing_method': 'commercial'}",2.271808180168566,1.7720914555290677,2.4591931334175863,2.8415862936471497,2.55867964577828,7.53,921.5,1.34,15.3,"[74, 66, 167]",23,60,40,14,20,66,18.64711711754892,8.989640500841938,29.733258054698556,14.146795476052782,23.797288857859417,76.3,"{'noise_factor': 0.07222812443040698, 'extraction_efficiency': 1.1584554993209903, 'temperature_drift': -0.01881350526841662}"
SYN-0147,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2025-08-03T05:12:22.581653,"{'temperature': 16.6, 'humidity': 74.9, 'season': 'winter', 'processing_method': 'modern'}",2.1728269791271018,1.964150935025653,2.570340740228197,2.8759885280386333,2.699140207300755,7.11,761.2,1.25,24.8,"[86, 128, 236]",25,67,48,16,18,70,15.17141727223121,12.705500378695413,27.50710074144243,12.96162975363062,19.207309551753404,98.0,"{'noise_factor': 0.033212768332894674, 'extraction_efficiency': 1.2310291741372041, 'temperature_drift': -0.0031561035310252107}"
SYN-0148,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-07-15T05:12:22.581707,"{'temperature': 24.0, 'humidity': 67.7, 'season': 'spring', 'processing_method': 'commercial'}",1.344411843325873,0.8294356100756743,1.6021049049395564,2.1612168301785815,1.8725703834794587,5.67,590.3,2.71,14.4,"[173, 144, 94]",42,33,67,16,14,43,12.77662896622405,13.179982690314791,12.248110597628536,7.927831499789356,6.1069750692045535,98.0,"{'noise_factor': 0.0418020420795184, 'extraction_efficiency': 1.1767898550101004, 'temperature_drift': 0.010422866913217407}"
SYN-0149,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2025-03-06T05:12:22.581763,"{'temperature': 29.3, 'humidity': 56.3, 'season': 'spring', 'processing_method': 'modern'}",2.2005128523832345,1.9380023994200377,2.475552274804043,2.8422549303291063,2.71651917065992,6.73,916.9,3.17,18.8,"[134, 76, 123]",28,74,41,16,16,78,16.48894058212687,13.296618623592893,32.651350856168904,12.973651133568676,26.600596067726023,98.0,"{'noise_factor': 0.03517748193994633, 'extraction_efficiency': 1.290689538933627, 'temperature_drift': -0.022100574150842614}"
SYN-0150,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2024-11-09T05:12:22.581818,"{'temperature': 30.6, 'humidity': 93.6, 'season': 'monsoon', 'processing_method': 'commercial'}",1.5280186860798148,1.2303169347239897,1.8836331127717985,2.090245342671389,1.9675563065308364,5.18,1004.1,0.64,11.0,"[118, 104, 173]",29,23,94,28,15,25,1.8173515431687803,6.490737410499961,4.925092511643365,3.410303897793289,14.436730917111584,77.7,"{'noise_factor': 0.032248220945564766, 'extraction_efficiency': 0.9708338226761062, 'temperature_drift': -0.01150726902157423}"
SYN-0151,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2025-04-29T05:12:22.581872,"{'temperature': 28.0, 'humidity': 41.1, 'season': 'winter', 'processing_method': 'organic'}",2.1519457266334507,1.9101396787976197,2.5043031518069405,2.8762930878058013,2.658653310564912,7.06,316.3,1.89,20.2,"[77, 226, 171]",30,65,34,21,18,65,16.392196378114914,6.81838492400521,23.78614197639896,12.017350382197296,21.653507325895514,98.0,"{'noise_factor': 0.023924594169440004, 'extraction_efficiency': 0.9790781425752577, 'temperature_drift': -0.015243867823475183}"
SYN-0152,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-07-31T05:12:22.581929,"{'temperature': 30.5, 'humidity': 34.4, 'season': 'summer', 'processing_method': 'modern'}",1.3087178798853063,0.8923471202838607,1.5859153436833442,2.2102812058021324,1.8890072417563755,5.88,974.5,2.4,24.7,"[149, 183, 222]",48,40,70,17,13,42,9.587645361553202,8.449001498654214,11.48855432295536,6.127811930118114,3.853018929545044,98.0,"{'noise_factor': 0.03673697493509162, 'extraction_efficiency': 1.0140730896062025, 'temperature_drift': -0.026603561519703955}"
SYN-0153,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2025-05-01T05:12:22.581980,"{'temperature': 28.7, 'humidity': 78.7, 'season': 'monsoon', 'processing_method': 'organic'}",2.1561308264686874,1.9044876697392663,2.5244824579636727,2.90879723735149,2.8049887390659345,6.07,628.7,2.85,22.3,"[103, 112, 149]",32,77,37,17,24,68,11.01520618414867,6.975876408434754,19.808641048284162,7.847444818470709,14.567703448818861,98.0,"{'noise_factor': 0.04885369076398765, 'extraction_efficiency': 0.7465926027425431, 'temperature_drift': 0.03432913508736396}"
SYN-0154,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2024-09-27T05:12:22.582064,"{'temperature': 26.5, 'humidity': 55.2, 'season': 'spring', 'processing_method': 'organic'}",1.4926308007166293,1.2028789744639425,1.7966426118808014,2.2482322400046195,2.0523109414130842,6.29,943.5,3.41,11.2,"[249, 82, 144]",31,28,92,34,16,28,2.836586845424878,9.424371662143841,5.06468425939747,4.1365639027917736,17.94821062628098,98.0,"{'noise_factor': 0.039357524282672, 'extraction_efficiency': 1.25827348675198, 'temperature_drift': 0.013530015899420472}"
SYN-0155,Synthetic_Neem_Purified,gaussian_noise_augmentation,2025-07-28T05:12:22.582128,"{'temperature': 16.7, 'humidity': 46.1, 'season': 'winter', 'processing_method': 'modern'}",2.440250393256493,2.1082782238386732,2.7444970445439503,3.1454756293524393,3.040697828129875,7.95,986.9,3.32,21.0,"[119, 238, 221]",19,81,31,22,19,70,9.21733304335837,11.301006678831758,13.074670682063472,17.30743913816557,8.871540177773566,98.0,"{'noise_factor': 0.021140157038873002, 'extraction_efficiency': 0.8360526022832778, 'temperature_drift': 0.015536346931284703}"
SYN-0156,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2025-07-19T05:12:22.582188,"{'temperature': 31.6, 'humidity': 61.2, 'season': 'spring', 'processing_method': 'modern'}",1.7056395653923395,1.4534668073156556,2.0128165323025,2.2878299250338943,2.021052683244304,5.23,948.8,0.83,11.8,"[116, 109, 162]",25,42,92,20,10,29,6.005365372609843,17.99760394037215,8.762069183858982,5.1018699389617295,12.471140553006835,98.0,"{'noise_factor': 0.054407764808847944, 'extraction_efficiency': 1.2329868633603915, 'temperature_drift': 0.005466204956624031}"
SYN-0157,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2025-03-16T05:12:22.582240,"{'temperature': 22.9, 'humidity': 55.0, 'season': 'spring', 'processing_method': 'traditional'}",2.273475295544647,1.9469148425106027,2.497457691854163,3.0113621436456506,2.6908262071646836,6.37,111.4,3.75,19.9,"[221, 246, 82]",29,77,45,17,22,69,14.25364296394238,12.030709525426591,27.759791688079826,15.926408485021247,20.87419826053305,98.0,"{'noise_factor': 0.030131517941608805, 'extraction_efficiency': 1.1821056387326023, 'temperature_drift': 0.013194886932605425}"
SYN-0158,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-09-10T05:12:22.582296,"{'temperature': 29.5, 'humidity': 79.0, 'season': 'monsoon', 'processing_method': 'modern'}",1.2419923714283345,0.9456420112603883,1.5758837236832828,2.272186095633749,1.946387889635181,5.53,971.9,0.63,15.0,"[215, 178, 166]",39,32,59,20,15,53,10.727915214710242,11.98272208879206,14.27884308710998,6.705736611310596,4.401778890960097,96.6,"{'noise_factor': 0.07797808357063055, 'extraction_efficiency': 1.204818169568745, 'temperature_drift': -0.022080848594825304}"
SYN-0159,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-04-05T05:12:22.582357,"{'temperature': 21.6, 'humidity': 74.5, 'season': 'winter', 'processing_method': 'modern'}",1.3466276704990567,0.9020575447127553,1.5976819312812496,2.2473008373081216,1.7723789945033557,5.68,1018.4,1.99,22.9,"[192, 192, 168]",41,41,75,19,14,43,7.576250046584034,8.729696197432396,7.843484493454938,4.163100191677007,4.211152807263599,98.0,"{'noise_factor': 0.0437522035842932, 'extraction_efficiency': 0.7560427046642634, 'temperature_drift': -0.07368034491146919}"
SYN-0160,Synthetic_Neem_Purified,gaussian_noise_augmentation,2025-03-30T05:12:22.582411,"{'temperature': 29.4, 'humidity': 63.7, 'season': 'summer', 'processing_method': 'organic'}",2.4072349485022344,2.1370428743265584,2.801582135606341,3.22143341684702,3.0944808617926203,7.49,530.1,1.93,17.7,"[117, 112, 150]",19,71,32,23,19,69,7.628248342461962,12.392142925015674,15.508602862447995,17.930657270461616,8.483197297906418,98.0,"{'noise_factor': 0.024012201123006206, 'extraction_efficiency': 0.8695381415957404, 'temperature_drift': 0.047745609801979755}"
SYN-0161,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2025-05-27T05:12:22.582467,"{'temperature': 38.6, 'humidity': 54.6, 'season': 'summer', 'processing_method': 'organic'}",1.5858258918108408,1.2374865203857974,1.8312118889983602,2.0905577629588845,2.0115542582701242,6.28,1013.6,2.05,18.2,"[167, 54, 136]",39,22,82,31,14,24,1.682623419664294,6.316041313255883,3.656990801363894,2.836728874434929,12.752125769238837,90.1,"{'noise_factor': 0.03464545956112382, 'extraction_efficiency': 0.8386466971372959, 'temperature_drift': 0.00656693147677}"
SYN-0162,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2025-06-12T05:12:22.582522,"{'temperature': 22.8, 'humidity': 60.2, 'season': 'winter', 'processing_method': 'traditional'}",1.5064277486058086,1.2043943623978863,1.8780146252907095,2.0970157739227777,1.929997765577966,6.5,135.1,2.4,24.1,"[156, 93, 143]",35,25,98,36,15,31,1.9277313557075446,5.881699040455033,4.333993010062569,2.609723067106063,12.452803589454298,98.0,"{'noise_factor': 0.04614304487338575, 'extraction_efficiency': 0.7767542478657212, 'temperature_drift': -0.034208112883104984}"
SYN-0163,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2024-10-07T05:12:22.582683,"{'temperature': 24.5, 'humidity': 50.9, 'season': 'winter', 'processing_method': 'traditional'}",2.2098239140192795,1.731519767127486,2.605667722689065,2.8175765537017003,2.7174929254712765,6.0,733.1,2.98,13.1,"[146, 80, 142]",31,72,41,13,20,77,15.972729002083348,11.420347188103886,33.79846042787789,15.030348984867791,24.329505179432793,98.0,"{'noise_factor': 0.07741590705555944, 'extraction_efficiency': 1.16273113179921, 'temperature_drift': 0.03294836655119393}"
SYN-0164,Synthetic_Neem_Purified,gaussian_noise_augmentation,2025-07-07T05:12:22.582743,"{'temperature': 28.5, 'humidity': 62.0, 'season': 'spring', 'processing_method': 'modern'}",2.414721264873573,2.1279914264942543,2.827426006102303,3.1465861180030656,3.0021611000951616,6.11,990.9,1.45,11.6,"[251, 233, 132]",15,93,39,20,20,68,13.13027420136607,17.426199666135474,19.074203111664858,23.66722731623067,12.715660639422543,98.0,"{'noise_factor': 0.025171795022673246, 'extraction_efficiency': 1.1054080968094593, 'temperature_drift': -0.02891347214577135}"
SYN-0165,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2025-09-12T05:12:22.582797,"{'temperature': 37.7, 'humidity': 35.6, 'season': 'summer', 'processing_method': 'traditional'}",1.5208800950941839,1.2113646266919644,1.7929158135812895,2.0453727053237993,1.9347166759982068,6.63,468.1,3.56,23.2,"[87, 106, 162]",33,24,96,33,14,34,2.851384054069612,7.927381062611231,6.199770758983446,4.653380360515986,15.592354645966925,81.4,"{'noise_factor': 0.034445624149086945, 'extraction_efficiency': 1.0799182656957231, 'temperature_drift': -0.02409517509609048}"
SYN-0166,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-07-18T05:12:22.582852,"{'temperature': 29.1, 'humidity': 61.9, 'season': 'summer', 'processing_method': 'organic'}",1.383688946712012,0.886292312436186,1.49080815185541,2.1195151518271347,1.8662982652781628,6.9,1039.9,2.73,20.7,"[221, 101, 224]",39,30,74,18,12,51,10.773612622395785,8.038573810932917,13.790178188274346,4.745947830834708,4.077559969587591,98.0,"{'noise_factor': 0.047354139046355236, 'extraction_efficiency': 0.885267780605817, 'temperature_drift': -0.04065203566356646}"
SYN-0167,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2025-08-24T05:12:22.582907,"{'temperature': 29.6, 'humidity': 84.6, 'season': 'monsoon', 'processing_method': 'modern'}",2.2139865237998393,1.908750130382021,2.5288281348247628,2.854768387128064,2.7047146484577005,5.92,434.5,1.23,20.7,"[181, 131, 140]",26,62,41,19,23,76,19.26069901758435,10.465189068960932,23.039807134057,15.377040109381184,27.863342419241302,80.5,"{'noise_factor': 0.045212646975702916, 'extraction_efficiency': 1.171462273753459, 'temperature_drift': 0.004472458372200138}"
SYN-0168,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2025-08-04T05:12:22.582961,"{'temperature': 31.5, 'humidity': 76.6, 'season': 'monsoon', 'processing_method': 'modern'}",2.215051987521804,1.8496841086827267,2.5581315234886284,2.9665471035486477,2.716041527553668,6.19,133.1,1.03,16.2,"[96, 218, 151]",26,67,38,15,21,77,19.52170278640524,9.599878550462673,23.25321923108582,13.877168882966167,17.99522168467315,96.4,"{'noise_factor': 0.039402302776782375, 'extraction_efficiency': 1.1958564264419993, 'temperature_drift': -0.017281439136425065}"
SYN-0169,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2025-04-13T05:12:22.583056,"{'temperature': 22.7, 'humidity': 58.4, 'season': 'spring', 'processing_method': 'commercial'}",1.4970460146439237,1.2234371653142915,1.8243032394672447,2.060487303840348,1.9611054380129371,7.19,1011.2,3.12,19.6,"[189, 224, 87]",34,23,93,36,12,28,2.804903766073874,9.894496975775816,6.9117919583717615,5.049020227931749,15.78612689915873,98.0,"{'noise_factor': 0.049973733484946506, 'extraction_efficiency': 1.2658501794748949, 'temperature_drift': 0.014785298139400145}"
SYN-0170,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2025-03-02T05:12:22.583214,"{'temperature': 41.4, 'humidity': 39.7, 'season': 'summer', 'processing_method': 'traditional'}",1.5231898258553995,1.277016547706798,1.7688354765637697,2.1151052737498612,2.011728997121272,6.76,445.0,0.91,10.5,"[108, 170, 105]",34,20,77,28,14,24,2.0189451275597117,6.773730430069418,3.8211348198634854,3.352718747793374,13.424320623028734,81.3,"{'noise_factor': 0.03501576048763601, 'extraction_efficiency': 0.8945899429751935, 'temperature_drift': -0.01300519905581715}"
SYN-0171,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2024-10-16T05:12:22.583387,"{'temperature': 25.2, 'humidity': 42.5, 'season': 'winter', 'processing_method': 'traditional'}",1.3294009198800327,0.8752554621226342,1.6271262181168606,2.2131372984370485,1.9255465871964152,5.51,614.9,2.1,19.8,"[148, 231, 203]",36,40,61,22,15,52,10.147709427852783,9.732302208524942,9.49463660475425,5.587280285265838,3.4645492872307013,98.0,"{'noise_factor': 0.02367709772971766, 'extraction_efficiency': 0.9667396103808124, 'temperature_drift': -0.004886187819369818}"
SYN-0172,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2025-05-19T05:12:22.583453,"{'temperature': 26.8, 'humidity': 71.8, 'season': 'winter', 'processing_method': 'organic'}",2.163145068063008,1.9157570118472578,2.451427781309933,2.8785927337449806,2.7764563167485528,6.33,964.6,3.99,20.0,"[123, 78, 166]",31,58,39,15,21,70,12.000047572391642,7.7365795344458945,23.62551900355414,11.02192063028308,17.10249368367236,98.0,"{'noise_factor': 0.03921705394741152, 'extraction_efficiency': 0.8343366090619259, 'temperature_drift': 0.026538588365358173}"
SYN-0173,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-06-19T05:12:22.583512,"{'temperature': 15.1, 'humidity': 45.0, 'season': 'winter', 'processing_method': 'traditional'}",1.2647080801880466,0.8882983074222559,1.5708731321065181,2.2417302396342635,1.8337099060312134,6.08,130.9,0.77,23.6,"[157, 213, 108]",43,31,61,21,13,40,11.033996672290726,9.551606846300858,16.327688491125063,6.193700504243874,4.610618189174161,98.0,"{'noise_factor': 0.031158197065146852, 'extraction_efficiency': 1.120845837775535, 'temperature_drift': -0.041482280610932155}"
SYN-0174,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2024-10-27T05:12:22.583564,"{'temperature': 16.8, 'humidity': 67.1, 'season': 'winter', 'processing_method': 'modern'}",2.1901646476272965,1.8486919892337703,2.521553319909845,3.0137627357392183,2.7298572837238373,5.38,388.4,3.88,13.5,"[107, 167, 196]",28,68,39,20,17,60,11.229192378598754,7.823391215903849,20.803484392247803,7.6530235057739295,19.04533574312598,98.0,"{'noise_factor': 0.06087661230231786, 'extraction_efficiency': 0.8013343750825016, 'temperature_drift': 0.0015251630336626974}"
SYN-0175,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2025-09-09T05:12:22.583620,"{'temperature': 29.1, 'humidity': 68.2, 'season': 'spring', 'processing_method': 'commercial'}",1.5087451646905916,1.2312357463041692,1.8189779760581042,2.0643524088320087,1.9751575370461223,7.96,372.4,2.24,19.7,"[131, 157, 58]",35,23,81,31,15,27,2.442743138359946,7.751039629391209,4.832700007208334,4.200087344055026,11.42675655494917,98.0,"{'noise_factor': 0.036956602618573614, 'extraction_efficiency': 1.015473702066299, 'temperature_drift': -0.011471341660887585}"
SYN-0176,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2024-10-25T05:12:22.583678,"{'temperature': 37.5, 'humidity': 42.0, 'season': 'summer', 'processing_method': 'modern'}",1.6565653587624392,1.4662817268553487,2.062856225974331,2.2211384337091973,2.098779582989569,7.98,822.9,2.61,24.6,"[250, 108, 100]",20,55,79,18,13,32,5.583242071368754,22.202449229715814,8.227538742381368,7.151798415280663,13.951738417242051,80.6,"{'noise_factor': 0.04583357654321479, 'extraction_efficiency': 1.23710243679297, 'temperature_drift': 0.023230807022557844}"
SYN-0177,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2025-05-30T05:12:22.583732,"{'temperature': 25.4, 'humidity': 84.2, 'season': 'monsoon', 'processing_method': 'modern'}",1.457992139033981,1.342921601556776,1.8060919016083967,2.140366774486472,1.9764459109488204,7.82,552.3,3.27,17.8,"[126, 97, 187]",31,25,86,35,13,30,2.763095899999973,5.650222434916906,3.6227332322646832,2.8443598082266974,10.412097984915587,80.5,"{'noise_factor': 0.035126006049892265, 'extraction_efficiency': 0.9406002869997547, 'temperature_drift': -0.0144236612802892}"
SYN-0178,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2025-03-10T05:12:22.583786,"{'temperature': 24.9, 'humidity': 51.0, 'season': 'spring', 'processing_method': 'modern'}",1.7244198900054732,1.3623325554588381,2.0257903693532295,2.2639785517750215,2.1111152822467534,5.94,923.1,3.02,12.5,"[139, 119, 137]",27,57,85,19,12,31,2.893533893736102,11.620907142505379,4.743542612239717,4.0324920863946545,8.542453265600969,98.0,"{'noise_factor': 0.048080102338962136, 'extraction_efficiency': 0.7497547442330359, 'temperature_drift': -0.005552484414840976}"
SYN-0179,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-05-02T05:12:22.583841,"{'temperature': 27.9, 'humidity': 43.8, 'season': 'winter', 'processing_method': 'traditional'}",1.3317015772017207,0.8536959171305513,1.5098400590045487,2.267074913073903,1.9644599417710524,5.91,877.1,2.83,21.6,"[214, 147, 183]",40,30,58,20,14,41,10.362472574296682,12.161108807176253,13.424081989605595,6.267024619820955,6.252451136918961,98.0,"{'noise_factor': 0.042870777859118754, 'extraction_efficiency': 1.0531844408571296, 'temperature_drift': 0.02743760682629938}"
SYN-0180,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2025-04-12T05:12:22.583893,"{'temperature': 27.1, 'humidity': 68.5, 'season': 'winter', 'processing_method': 'modern'}",1.7002812415093038,1.434397501492653,1.9805910539747271,2.316173264698753,2.0597487927624787,5.71,434.9,0.66,23.5,"[174, 65, 152]",24,56,82,22,12,32,4.985650271791522,16.102861538304463,9.609952881495651,5.971160266578257,13.583467662049083,98.0,"{'noise_factor': 0.059181986071231166, 'extraction_efficiency': 1.2811635256481428, 'temperature_drift': 0.01795082547508966}"
SYN-0181,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-07-07T05:12:22.583948,"{'temperature': 17.4, 'humidity': 65.9, 'season': 'winter', 'processing_method': 'organic'}",1.3383187056682984,0.8045054513478784,1.5458950261112387,2.2615457818254177,1.8783115542207383,6.68,307.7,2.88,13.7,"[214, 116, 59]",48,35,70,18,15,48,9.053995850008294,11.074013034306484,15.13464552901774,7.557175450783922,6.2713736126378,98.0,"{'noise_factor': 0.06782253079745636, 'extraction_efficiency': 1.1700604909823364, 'temperature_drift': -0.021449269496988065}"
SYN-0182,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2025-01-22T05:12:22.584003,"{'temperature': 23.7, 'humidity': 49.0, 'season': 'spring', 'processing_method': 'modern'}",1.4500767253017086,1.1954972545211857,1.7872554369283824,2.181110037387588,1.9704888670244762,7.83,822.4,1.38,12.1,"[166, 152, 233]",35,27,93,38,12,27,1.8511629844147262,5.506730503861835,4.538166722405974,3.2798117835360774,9.222858262697034,98.0,"{'noise_factor': 0.03673016963657848, 'extraction_efficiency': 0.8450293480647202, 'temperature_drift': 0.021623315235937135}"
